
NUMPOLLIES 14

// CEILING PLAN

// Ceiling 1
0.0	5.0	0.0	0.0	4.0
0.0	5.0	10.0	0.0	0.0
-10.0	5.0	10.0	4.0	0.0
0.0	5.0	0.0	0.0	4.0
-10.0	5.0	0.0	4.0	4.0
-10.0	5.0	10.0	4.0	0.0

// Ceiling 2
10.0	5.0	-10.0	0.0	4.0
10.0	5.0	0.0	0.0	0.0
0.0	5.0	0.0	4.0	0.0
10.0	5.0	-10.0	0.0	4.0
0.0	5.0	-10.0	4.0	4.0
0.0	5.0	0.0	4.0	0.0

// Ceiling 3
0.0	5.0	-10.0	0.0	4.0
0.0	5.0	0.0	0.0	0.0
-10.0	5.0	0.0	4.0	0.0
0.0	5.0	-10.0	0.0	4.0
-10.0	5.0	-10.0	4.0	4.0
-10.0	5.0	0.0	4.0	0.0

// Ceiling 4
10.0	5.0	-20.0	0.0	4.0
10.0	5.0	-10.0	0.0	0.0
0.0	5.0	-10.0	4.0	0.0
10.0	5.0	-20.0	0.0	4.0
0.0	5.0	-20.0	4.0	4.0
0.0	5.0	-10.0	4.0	0.0

// Ceiling 5
0.0	5.0	-20.0	0.0	4.0
0.0	5.0	-10.0	0.0	0.0
-10.0	5.0	-10.0	4.0	0.0
0.0	5.0	-20.0	0.0	4.0
-10.0	5.0	-20.0	4.0	4.0
-10.0	5.0	-10.0	4.0	0.0

// Ceiling 6
10.0	5.0	-30.0	0.0	4.0
10.0	5.0	-20.0	0.0	0.0
0.0	5.0	-20.0	4.0	0.0
10.0	5.0	-30.0	0.0	4.0
0.0	5.0	-30.0	4.0	4.0
0.0	5.0	-20.0	4.0	0.0

// Ceiling 7
0.0	5.0	-30.0	0.0	4.0
0.0	5.0	-20.0	0.0	0.0
-10.0	5.0	-20.0	4.0	0.0
0.0	5.0	-30.0	0.0	4.0
-10.0	5.0	-30.0	4.0	4.0
-10.0	5.0	-20.0	4.0	0.0

// Floor 8
-10.0	5.0	2.0	0.0	3.2
-10.0	5.0	8.0	0.0	0.8
-20.0	5.0	8.0	4.0	0.8
-10.0	5.0	2.0	0.0	3.2
-20.0	5.0	2.0	4.0	3.2
-20.0	5.0	8.0	4.0	0.8

// Floor 9
3.0	5.0	-40.0	0.8	4.0
3.0	5.0	-30.0	0.8	0.0
-3.0	5.0	-30.0	3.2	0.0
3.0	5.0	-40.0	0.8	4.0
-3.0	5.0	-40.0	3.2	4.0
-3.0	5.0	-30.0	3.2	0.0
