
NUMPOLLIES 14

// FLOOR PLAN

// Floor 1
0.0	0.0	0.0	0.0	1.0
0.0	0.0	10.0	0.0	0.0
-10.0	0.0	10.0	1.0	0.0
0.0	0.0	0.0	0.0	1.0
-10.0	0.0	0.0	1.0	1.0
-10.0	0.0	10.0	1.0	0.0

// Floor 2
10.0	0.0	-10.0	0.0	1.0
10.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	1.0	0.0
10.0	0.0	-10.0	0.0	1.0
0.0	0.0	-10.0	1.0	1.0
0.0	0.0	0.0	1.0	0.0

// Floor 3
0.0	0.0	-10.0	0.0	1.0
0.0	0.0	0.0	0.0	0.0
-10.0	0.0	0.0	1.0	0.0
0.0	0.0	-10.0	0.0	1.0
-10.0	0.0	-10.0	1.0	1.0
-10.0	0.0	0.0	1.0	0.0

// Floor 4
10.0	0.0	-20.0	0.0	1.0
10.0	0.0	-10.0	0.0	0.0
0.0	0.0	-10.0	1.0	0.0
10.0	0.0	-20.0	0.0	1.0
0.0	0.0	-20.0	1.0	1.0
0.0	0.0	-10.0	1.0	0.0

// Floor 5
0.0	0.0	-20.0	0.0	1.0
0.0	0.0	-10.0	0.0	0.0
-10.0	0.0	-10.0	1.0	0.0
0.0	0.0	-20.0	0.0	1.0
-10.0	0.0	-20.0	1.0	1.0
-10.0	0.0	-10.0	1.0	0.0

// Floor 6
10.0	0.0	-30.0	0.0	1.0
10.0	0.0	-20.0	0.0	0.0
0.0	0.0	-20.0	1.0	0.0
10.0	0.0	-30.0	0.0	1.0
0.0	0.0	-30.0	1.0	1.0
0.0	0.0	-20.0	1.0	0.0

// Floor 7
0.0	0.0	-30.0	0.0	1.0
0.0	0.0	-20.0	0.0	0.0
-10.0	0.0	-20.0	1.0	0.0
0.0	0.0	-30.0	0.0	1.0
-10.0	0.0	-30.0	1.0	1.0
-10.0	0.0	-20.0	1.0	0.0

// Floor 8
-10.0	0.0	2.0	0.0	0.8
-10.0	0.0	8.0	0.0	0.2
-20.0	0.0	8.0	1.0	0.2
-10.0	0.0	2.0	0.0	0.8
-20.0	0.0	2.0	1.0	0.8
-20.0	0.0	8.0	1.0	0.2

// Floor 9
3.0	0.0	-40.0	0.7	1.0
3.0	0.0	-30.0	0.7	0.0
-3.0	0.0	-30.0	1.3	0.0
3.0	0.0	-40.0	0.7	1.0
-3.0	0.0	-40.0	1.3	1.0
-3.0	0.0	-30.0	1.3	0.0
